id,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,con
1942320,63The-1 Ser,Alya,18.93699637,4.20359728,41.2039,46.474,31.313,-43.357,4.62,1.545,A5 V,0.161,9.98,-39.863,3.02,-1.84E-06,4.56E-05,2.99E-06,Ser
1942386,63The-2 Ser,Alya B,18.93739921,4.20209847,40.7647,50.044,28.363,-53,4.98,1.929,A5 V,0.204,9.877,-39.437,2.987,-3.64E-06,5.52E-05,1.62E-06,Ser
1949264,14Gam Lyr,Sulafat,18.98239517,32.68955708,201.3846,-2.98,1.689,-19.555,3.25,-3.27,A0P,-0.049,43.111,-163.912,108.765,-7.32E-06,1.64E-05,-9.41E-06,Lyr
1958706,38Zet Sgr,Ascella,19.043532,-29.880105,27.0416,-14.1,3.66,22,2.6,0.44,A3IV,0.062,6.326,-22.578,-13.472,3.55E-06,-1.95E-05,-1.08E-05,Sgr
1965965,17Zet Aql,Okab,19.09016881,13.86347684,26.1555,-6.575,-95.909,-25,2.99,0.902,A0V,0.014,7.149,-24.366,6.267,-6.97E-06,2.08E-05,-1.79E-05,Aql
1976434,Alp CrA,Meridiana,19.15787258,-37.90447819,36.9162,84.65,-96.511,-36.229,4.11,1.274,A0/1 V,0.042,8.695,-27.8,-22.679,2.56E-06,4.26E-05,9.13E-06,CrA
1977196,41Pi Sgr,Albaldah,19.162731,-21.023615,160.2307,-1.353,-36.817,-10,2.88,-3.144,F2II/III,0.377,44.828,-142.689,-57.483,-6.94E-06,1.86E-05,-2.30E-05,Sgr
1984515,57Del Dra,Altais,19.2092499,67.66154123,29.9851,94.599,92.374,25,3.07,0.685,G8III,0.99,3.548,-10.83,27.735,1.22E-05,6.85E-06,2.88E-05,Dra
1987904,20Eta Lyr,Aladfar,19.22930203,39.14596968,343.5641,-1.476,-1.393,-11.068,4.43,-3.25,B2IV,-0.15,84.278,-252.768,216.891,-4.65E-06,6.16E-06,-8.94E-06,Lyr
1992726,,Gumala,19.25923038,-24.17935052,27.5395,118.567,-102.364,-24.696,6.25,4.05,F8 V,0.548,8.133,-23.77,-11.28,5.71E-06,3.22E-05,-2.12E-06,Sgr
2006987,,Belel,19.35117533,-23.61957533,120.5231,-46.661,-30.244,-0.741,7.55,2.145,K0 III,1.022,38.252,-103.589,-48.289,-2.83E-05,-2.15E-06,-1.59E-05,Sgr
2011001,Bet-1 Sgr,Arkab Prior,19.3773033,-44.45896074,119.3574,2.89,-18.125,-11,3.96,-1.424,B8 V,-0.085,30.0573,-79.7137,-83.5978,-3.86E-06,1.50E-05,3.94E-07,Sgr
2011588,,Sika,19.38138528,-32.91905134,59.9643,88.036,-415.197,-45.193,7.84,3.951,G1 V,0.599,17.81,-47.08,-32.588,-1.30E-05,0.000106695,-7.62E-05,Sgr
2012471,Bet-2 Sgr,Arkab Posterior,19.38698243,-44.79978637,42.806,93.218,-53.775,13.661,4.27,1.112,F2/3 V,0.35,10.788,-28.394,-30.162,1.88E-05,4.95E-06,-1.78E-05,Sgr
2014135,Alp Sgr,Rukbat,19.39810471,-40.61593839,55.2218,31.79,-120.087,-1,3.96,0.249,B8 V,-0.105,15.003,-39.142,-35.949,1.79E-07,2.33E-05,-2.37E-05,Sgr
2026703,6Alp Vul,Anser,19.47842473,24.66490581,89.0964,-126.197,-106.865,-86,4.44,-0.309,M0+III,1.502,30.5619,-74.9773,37.1808,-7.34E-05,3.56E-05,-7.87E-05,Vul
2032106,6Bet-1 Cyg,Albireo,19.51202391,27.95967854,111.3387,4.915,-11.127,-24,3.05,-2.183,K0II+B9V,1.088,37.9196,-90.7377,52.2011,-4.83E-06,1.84E-05,-1.68E-05,Cyg
2032213,6Bet-2 Cyg,Albireo B,19.51260943,27.96526807,122.1062,-1.078,-1.54,-18,5.12,-0.314,B7V,-0.095,41.6,-99.502,57.26,-6.70E-06,1.44E-05,-9.44E-06,Cyg
2035791,,Uruk,19.53448942,16.47428944,108.4733,63.452,15.508,-63.321,8.97,3.793,F8V,0.539,40.673,-95.739,30.761,5.53E-06,7.23E-05,-1.05E-05,Sge
2036555,61Sig Dra,Alsafi,19.53933116,69.6611839,5.7639,597.384,-1738.286,28.2,4.67,5.866,K0V,0.786,0.7853,-1.8429,5.4046,3.71E-05,-4.46E-05,1.02E-05,Dra
2043182,,Campbell's Hydrogen Star,19.57923215,30.51637402,1617.0832,-2.251,-8.807,-30.4,10,-1.044,WC8,-0.013,559.694,-1275.714,821.13,-1.28E-05,-1.47E-05,-7.53E-05,Cyg
2058478,5Alp Sge,Sham,19.66827544,18.01389215,130.9706,15.076,-20.287,2.086,4.39,-1.196,G0IB,0.777,52.685,-112.859,40.502,1.12E-05,-1.40E-06,-1.16E-05,Sge
2072556,18Del Cyg,Fawaris,19.749574,45.13081,47.2871,41.87,47.298,-20,2.86,-0.514,B9.5III,-0.002,14.752,-29.922,33.513,-1.17E-06,2.41E-05,-6.85E-06,Cyg
2076374,50Gam Aql,Tarazed,19.77099443,10.61326319,178.8932,16.233,-1.354,-2,2.72,-3.543,K3I-II,1.507,78.634,-157.27,32.948,1.18E-05,7.90E-06,-1.53E-06,Aql
2089783,53Alp Aql,Altair,19.84630057,8.86738491,5.1295,536.82,385.54,-26.1,0.76,2.21,A1N,0.221,2.355,-4.487,0.791,-1.12E-06,3.09E-05,5.36E-06,Aql
2099705,59Xi Aql,Libertas,19.90413393,8.46145444,57.0831,101.694,-81.141,-41.801,4.71,0.927,K0III,1.023,26.995,-49.59,8.399,6.08E-06,4.77E-05,-2.85E-05,Aql
2102729,60Bet Aql,Alshain,19.92188674,6.40676319,13.6008,45.944,-480.965,-40.7,3.71,3.042,G8IV,0.855,6.5172,-11.8409,1.5181,-1.56E-05,3.46E-05,-3.62E-05,Aql
2104188,58Ome Sgr,Terebellum,19.93065516,-26.29949408,25.9875,203.96,74.4,-21,4.7,2.626,G3/5 III,0.748,11.28,-20.384,-11.514,1.52E-05,2.57E-05,1.79E-05,Sgr
2111238,,Cygnus X-1,19.97268826,35.20161299,2252.7496,-3.812,-6.31,-2.7,8.84,-2.924,B0IB,0.73,908.971,-1600.708,1298.61,-1.77E-05,-5.31E-05,-5.79E-05,Cyg
2158647,,Chechia,20.26833434,4.58079287,72.8523,-40.884,-51.962,12.894,6.44,2.128,G8 IV,0.867,40.635,-60.187,5.818,-3.79E-06,-2.02E-05,-1.72E-05,Aql
2163643,6Alp-2 Cap,Algedi,20.300904,-12.544852,33.4292,61.212,2.412,0.7,3.58,0.959,G6/G8III,0.883,18.489,-26.888,-7.261,8.62E-06,4.98E-06,2.26E-07,Cap
2170351,8Nu Cap,Alshat,20.34439331,-12.75908049,82.1445,14.13,-15.123,-1.735,4.77,0.197,B9 IV,-0.047,46.143,-65.494,-18.142,2.84E-06,5.74E-06,-5.48E-06,Cap
2171237,9Bet Cap,Dabih,20.35018672,-14.78140739,119.0958,44.133,0.36,-19,3.05,-2.329,K0 :II: + A5:N,0.79,66.4652,-94.0366,-30.3848,9.99E-06,3.00E-05,5.16E-06,Cap
2174213,37Gam Cyg,Sadr,20.37047292,40.25667904,561.7978,2.43,-0.93,-8,2.23,-6.518,(F5IAB),0.673,249.318,-348.796,363.041,2.71E-06,7.60E-06,-7.22E-06,Cyg
2183027,Alp Pav,Peacock,20.42745823,-56.73488071,54.8246,7.71,-86.15,2,1.94,-1.755,B2.5 V,-0.118,17.85,-24.201,-45.841,-9.05E-06,1.57E-05,-1.43E-05,Pav
2201580,2Eps Del,Aldulfin,20.553547,11.303263,112.1718,10.915,-19.606,-19,4.03,-1.219,B6III,-0.123,68.1774,-86.3178,21.9855,-5.86E-06,1.70E-05,-1.43E-05,Del
2211936,6Bet Del,Rotanev,20.62581554,14.59511021,30.931,118.28,-47.65,-23,3.64,1.188,F5III,0.425,18.994,-23.134,7.794,4.06E-07,2.75E-05,-1.28E-05,Del
2216760,9Alp Del,Sualocin,20.660635,15.912072,72.8343,71.574,-30.655,-3,3.77,-0.542,B9V,-0.057,44.9382,-53.7275,19.9688,1.94E-05,1.62E-05,-1.13E-05,Del
2220894,50Alp Cyg,Deneb,20.69053151,45.28033423,432.9004,1.56,1.55,-5,1.25,-6.932,A2I,0.092,197.251,-232.113,307.601,-1.33E-06,6.62E-06,-1.34E-06,Cyg
2232181,53Eps Cyg,Aljanah,20.77018972,33.97025353,22.2916,356.16,330.28,-10.9,2.48,0.739,K0III,1.021,12.263,-13.835,12.456,9.44E-06,4.74E-05,2.34E-05,Cyg
2235603,2Eps Aqr,Albali,20.79459785,-9.49577641,74.8397,33.923,-34.936,-19.82,3.78,-0.591,A1 III,0,49.314,-54.9245,-12.3467,-5.60E-06,2.47E-05,-9.16E-06,Aqr
2259173,18 Del,Musica,20.97387043,10.83928434,75.1759,-49.921,-34.509,4.171,5.51,1.13,K0,0.934,51.851,-52.565,14.137,-8.35E-06,-1.74E-05,-1.16E-05,Del
2280054,Sig Oct,Polaris Australis,21.14634819,-88.95649871,90.0862,26.323,4.721,9.64,5.45,0.677,F0 IV,0.283,1.204,-1.115,-90.071,9.46E-06,6.91E-06,-9.82E-06,Oct
2289559,,Solaris,21.22666391,14.68937719,49.3006,233.909,-0.36,-44.408,9.78,6.316,K5,1.611,35.662,-31.662,12.502,4.28E-06,7.10E-05,-1.16E-05,Peg
2293929,8Alp Equ,Kitalpha,21.26373002,5.24786527,58.1446,49.747,-89.846,-16,3.92,0.097,G5 III + A5 V,0.549,43.6689,-38.0202,5.3178,-1.33E-06,1.98E-05,-2.67E-05,Equ
2296684,,Lacaille 8760,21.287725,-38.867362,3.9696,-3258.966,-1145.862,20.71,6.69,8.696,M1/M2V,1.397,2.344,-2.015,-2.491,-3.89E-05,-4.93E-05,-3.05E-05,Mic
2299133,5Alp Cep,Alderamin,21.30963,62.585573,15.0376,149.91,48.27,-11.5,2.45,1.564,A7IV-V,0.257,5.276,-4.483,13.349,5.70E-07,1.39E-05,-8.82E-06,Cep
2317987,8Bet Cep,Alfirk,21.477662,70.560716,210.084,12.6,8.73,-8,3.23,-3.382,B2IIIv SB,-0.201,55.22,-42.887,198.108,-9.01E-07,1.69E-05,-4.76E-06,Cep
2323395,22Bet Aqr,Sadalsuud,21.525982,-5.571172,167.4261,19.214,-8.163,7,2.9,-3.219,G0Ib,0.828,132.887,-100.54,-16.254,1.46E-05,8.53E-06,-7.29E-06,Aqr
2335058,23Xi Aqr,Bunda,21.62919716,-7.85420249,54.8475,114.89,-24.434,-21,4.68,0.984,K0 III,0.175,44.199,-31.599,-7.495,-2.62E-07,3.77E-05,-3.50E-06,Aqr
2335811,,Samaya,21.63566793,-31.73748058,92.9286,21.833,-82.314,9.656,8.56,3.719,F7 V,0.546,64.37,-45.855,-48.883,-3.34E-06,1.45E-05,-3.67E-05,PsA
2339523,40Gam Cap,Nashira,21.668181,-16.662308,52.3459,200.193,-9.578,-31.2,3.69,0.096,A7III:mp...,0.32,41.0894,-28.7473,-15.0091,3.51E-06,5.96E-05,6.82E-06,Cap
2343214,80Pi-1 Cyg,Azelfafage,21.70157304,51.18961817,440.0246,4.934,-3.583,-8,4.69,-3.527,B3V,-0.119,227.3447,-156.1117,342.8779,6.64E-06,8.21E-06,-1.12E-05,Cyg
2345610,,Bosona,21.72358353,-7.40824938,147.8471,2.184,1.781,-18.624,8.34,2.491,K0 III,1.009,121.338,-82.295,-19.063,-1.46E-05,1.18E-05,3.72E-06,Aqr
2347023,8Eps Peg,Enif,21.736433,9.875011,211.4165,30.02,1.38,5,2.38,-4.246,K2Ibvar,1.52,172.77,-116.331,36.258,2.12E-05,2.28E-05,2.27E-06,Peg
2352054,49Del Cap,Deneb Algedi,21.784011,-16.127286,11.6359,259.707,-296.721,-6.3,2.85,2.521,A5mF2 (IV),0.18,9.349,-6.127,-3.232,-1.03E-06,1.82E-05,-1.43E-05,Cap
2364036,Gam Gru,Aldhanab,21.89881363,-37.3648735,56.1545,110.445,-17.161,2.93,3,-0.747,B8 III,-0.084,38.0472,-23.3312,-34.0797,1.53E-05,2.59E-05,-5.53E-06,Gru
2370128,,Itonda,21.95551326,-37.76361597,44.9059,101.032,-118.842,5.606,7.47,4.208,G1/3 (V),0.568,30.535,-18.107,-27.501,1.49E-06,2.47E-05,-2.40E-05,Gru
2381451,17Xi Cep,Kurhah,22.0631812,64.62796997,31.1332,212.563,89.058,-6,4.26,1.794,AM,0.379,11.662,-6.478,28.13,2.66E-06,3.52E-05,2.16E-07,Cep
2384866,34Alp Aqr,Sadalmelik,22.09639885,-0.31984929,202.2185,18.59,-10.45,8,2.95,-3.579,G2 Ib,0.969,177.619,-96.656,-1.129,1.58E-05,1.21E-05,-1.03E-05,Aqr
2389094,Alp Gru,Alnair,22.13718789,-46.96061593,30.9693,127.6,-147.91,10.9,1.73,-0.725,B7 IV,-0.07,18.673,-9.904,-22.635,1.36E-06,2.10E-05,-2.33E-05,Gru
